iter	Logloss
309	0.1510085245
310	0.1508291576
311	0.1507462313
312	0.1506691847
313	0.1505127579
314	0.1504876884
315	0.1503187833
316	0.1500378975
317	0.1499698683
318	0.1497466179
319	0.1497001435
320	0.1495729866
321	0.1494971184
322	0.1494170587
323	0.1492549522
324	0.1490525405
325	0.1488834417
326	0.148790587
327	0.1486615287
328	0.1484779264
329	0.1483320143
330	0.148076005
331	0.1480462427
332	0.1478983655
333	0.1477231032
334	0.1476702138
335	0.1475741149
336	0.1475442915
337	0.1472841157
338	0.1470593304
339	0.1469536735
340	0.1469046127
341	0.1467893723
342	0.1466479688
343	0.1464709479
344	0.146260097
345	0.1461630679
346	0.1460514991
347	0.1459854952
348	0.1458798013
349	0.1458186675
350	0.1455660608
351	0.1455120094
352	0.1454524891
353	0.1454085542
354	0.145322669
355	0.1451603603
356	0.1449613609
357	0.1447517268
358	0.1446970152
359	0.1446315488
360	0.1445185312
361	0.1443798258
362	0.144314249
363	0.1440738351
364	0.1439999595
365	0.1439608114
366	0.1439024961
367	0.1436440845
368	0.1435819496
369	0.1433729416
370	0.1432622088
371	0.1432327312
372	0.142974699
373	0.1429171163
374	0.1428544653
375	0.142742671
376	0.1426516583
377	0.1425627379
378	0.1424671779
379	0.1424074567
380	0.1423904285
381	0.1422406292
382	0.1421926184
383	0.14203545
384	0.1419958885
385	0.1417560519
386	0.1416682239
387	0.14154646
388	0.1415389913
389	0.1413475888
390	0.1413317807
391	0.1410906688
392	0.1410382064
393	0.140995304
394	0.1409561867
395	0.1408780308
396	0.1408389539
397	0.1407944396
398	0.1406656721
399	0.1403758995
400	0.1403138869
401	0.1402426451
402	0.140156025
403	0.1401150356
404	0.1398072753
405	0.1397309398
406	0.1396659101
407	0.1395822892
408	0.1393724281
409	0.139318607
410	0.1391759728
411	0.1390322177
412	0.1388622469
413	0.1388279149
414	0.1387768352
415	0.1387159791
416	0.1386431068
417	0.1385300991
418	0.138498372
419	0.1384581043
420	0.1383562226
421	0.1383114691
422	0.1382249402
423	0.138115127
424	0.1380065825
425	0.1379650936
426	0.137842401
427	0.137819149
428	0.1377866671
429	0.1377672785
430	0.1375894653
431	0.1374780391
432	0.137355115
433	0.1371428742
434	0.1369830093
435	0.1369616785
436	0.1367924463
437	0.1366706988
438	0.1366501262
439	0.136439134
440	0.1363765625
441	0.1362837193
442	0.1362574544
443	0.1361605753
444	0.1361155194
445	0.1359263101
446	0.1358545183
447	0.1358138619
448	0.1356908437
449	0.1354868576
450	0.1353209977
451	0.1352807928
452	0.1352399751
453	0.1351569141
454	0.1351003844
455	0.1349169661
456	0.1348053403
457	0.1346844537
458	0.1345527909
459	0.1344777745
460	0.1343667842
461	0.1343113567
462	0.1342547169
463	0.1341521665
464	0.1339640269
465	0.1338554418
466	0.133785366
467	0.1335359117
468	0.1334299637
469	0.13337763
470	0.1332866343
471	0.1332439487
472	0.1331778029
473	0.1331226812
474	0.1330947237
475	0.1330167575
476	0.1329470807
477	0.1329022431
478	0.1327432155
479	0.1326457913
480	0.1326359972
481	0.1325058442
482	0.1324857719
483	0.1324451375
484	0.1323988529
485	0.1321800643
486	0.1320386626
487	0.1318364927
488	0.1316918902
489	0.1316689905
490	0.1315717421
491	0.1314150385
492	0.1312735991
493	0.1311649646
494	0.1311470282
495	0.1310498605
496	0.1310196258
497	0.1309835
498	0.1307976237
499	0.1305649491
500	0.1303318382
501	0.1302870789
502	0.1302182593
503	0.1302001465
504	0.1301617371
505	0.1299183724
506	0.1298630684
507	0.1298289119
508	0.1297835953
509	0.1297429197
510	0.1297262055
511	0.1296717049
512	0.1296266937
513	0.1296101783
514	0.1295323532
515	0.1294038857
516	0.129383433
517	0.1292673496
518	0.1292450449
519	0.1291899286
520	0.1291667223
521	0.1291001791
522	0.1289373508
523	0.1287776906
524	0.1287027487
525	0.1285643668
526	0.128316933
527	0.1282850378
528	0.1281386687
529	0.1280166596
530	0.1279765437
531	0.1278772018
532	0.127868045
533	0.1277510625
534	0.1276148423
535	0.1275956728
536	0.1275292852
537	0.12744947
538	0.1273734053
539	0.1272499007
540	0.1272099094
541	0.1271598099
542	0.1271363593
543	0.1271088102
544	0.1270158874
545	0.127006532
546	0.1269827843
547	0.1268624609
548	0.1268189475
549	0.1266443253
550	0.1265883369
551	0.1265514185
552	0.1264947335
553	0.1264354204
554	0.1263784453
555	0.1262982049
556	0.1262128976
557	0.1260189116
558	0.1259819037
559	0.1259298803
560	0.1258941395
561	0.1257652791
562	0.1256109858
563	0.1254976715
564	0.1254927553
565	0.1254388143
566	0.1253881981
567	0.1252866464
568	0.1252577854
569	0.1251255469
570	0.1250366991
571	0.1249699365
572	0.1248611177
573	0.1247711638
574	0.1246559133
575	0.1244716042
576	0.1242218963
577	0.1241563966
578	0.1239940126
579	0.1238821029
580	0.1238645693
581	0.1236200029
582	0.1235487426
583	0.1234625264
584	0.1233412364
585	0.1233075866
586	0.1232741206
587	0.1231513905
588	0.1229293161
589	0.1228768637
590	0.1228196151
591	0.1227211873
592	0.1226782797
593	0.1226136971
594	0.1224558005
595	0.122436069
596	0.1223614428
597	0.1222878214
598	0.1222557129
599	0.1221016631
600	0.1220621825
601	0.1219730793
602	0.1218943484
603	0.1217627427
604	0.121655632
605	0.1215150192
606	0.1214634808
607	0.1214447674
608	0.1213138993
609	0.1212590622
610	0.1211972644
611	0.1211031005
612	0.1210438079
613	0.1209987262
614	0.1208979927
615	0.1208398461
616	0.1208050772
617	0.1207299643
618	0.1205945994
619	0.1205808637
620	0.1205639049
621	0.1205420589
622	0.1203799184
623	0.1203102114
624	0.1201587027
625	0.1201133366
626	0.1200530298
627	0.1199251613
628	0.1198444055
629	0.1197941535
630	0.1196612084
631	0.1195355112
632	0.1194466234
633	0.119420341
634	0.1193640812
635	0.119336655
636	0.119201797
637	0.1191561143
638	0.1191394741
639	0.1190024017
640	0.1189029919
641	0.1188184854
642	0.1187736958
643	0.1187216092
644	0.1186080647
645	0.1185777148
646	0.1184334609
647	0.1182114487
648	0.1181786167
649	0.1181025776
650	0.1180432319
651	0.1178660694
652	0.1178015835
653	0.1177844651
654	0.1176456793
655	0.1175487084
656	0.1175135824
657	0.117409818
658	0.1173264966
659	0.1173127882
660	0.1172378015
661	0.1170368165
662	0.1170206516
663	0.1169482568
664	0.1168583613
665	0.1167927991
666	0.1167764712
667	0.1166692461
668	0.116631596
669	0.1166145084
670	0.1165788744
671	0.1165013819
672	0.1164402653
673	0.1164240209
674	0.1162823393
675	0.1162168682
676	0.1160669191
677	0.1160272652
678	0.1158803059
679	0.1158183665
680	0.1157372758
681	0.1155828772
682	0.1155336352
683	0.1154443011
684	0.1153859598
685	0.1152509099
686	0.1152160501
687	0.1151773544
688	0.1151559617
689	0.1151004206
690	0.114915267
691	0.1148847996
692	0.1147587717
693	0.1147322867
694	0.1145366458
695	0.1143222053
696	0.1142879216
697	0.1142473027
698	0.1141884515
699	0.1141667161
700	0.1140642986
701	0.1139574872
702	0.1139439576
703	0.1138111756
704	0.113713365
705	0.1136423115
706	0.113486493
707	0.1134012109
708	0.1133807642
709	0.1131993688
710	0.1130872233
711	0.1130695121
712	0.1129893184
713	0.1129069943
714	0.1127294517
715	0.1126399902
716	0.112522273
717	0.1124479177
718	0.1123693095
719	0.1122966636
720	0.1122329119
721	0.1122141738
722	0.1121249426
723	0.112077691
724	0.1120287377
725	0.1120101971
726	0.1119939506
727	0.1118459349
728	0.1117217108
729	0.1116581118
730	0.1115142651
731	0.1115017664
732	0.1114521376
733	0.1114398024
734	0.1112402226
735	0.1110835913
736	0.1110525061
737	0.1110391865
738	0.1109336416
739	0.1107761419
740	0.1107609229
741	0.1107160819
742	0.110535704
743	0.110365314
744	0.1102385887
745	0.1102171722
746	0.1101954125
747	0.1101689674
748	0.1101470083
749	0.1101340295
750	0.1100745265
751	0.1099826077
752	0.1098936546
753	0.1097390287
754	0.1096679649
755	0.1096447938
756	0.1095546467
757	0.1094467899
758	0.109348518
759	0.1092804569
760	0.1092710503
761	0.10918536
762	0.1090654272
763	0.1089987491
764	0.108970811
765	0.1088432903
766	0.1088296408
767	0.1087499692
768	0.1086453957
769	0.1084738401
770	0.108288109
771	0.1082601834
772	0.1082077753
773	0.1081690966
774	0.1080955164
775	0.1079110892
776	0.1077407849
777	0.107678544
778	0.107623958
779	0.10758436
780	0.1075089466
781	0.1074413797
782	0.107260096
783	0.1071846393
784	0.1070682794
785	0.1070314935
786	0.1069709203
787	0.1069361827
788	0.1068445588
789	0.1067467442
790	0.1067372164
791	0.1066570708
792	0.1065374824
793	0.1064521923
794	0.1063783941
795	0.1063115843
796	0.1062189623
797	0.1061185366
798	0.1060237857
799	0.105984687
800	0.1059629812
801	0.105920636
802	0.1057466267
803	0.1055849265
804	0.1054693717
805	0.105328006
806	0.1052852804
807	0.1052297638
808	0.1051759781
809	0.105140158
810	0.1050729414
811	0.105042396
812	0.1049454628
813	0.1049414748
814	0.1048278187
815	0.10481252
816	0.1047423469
817	0.1045885584
818	0.1045088825
819	0.104420619
820	0.1043249282
821	0.1042546024
822	0.104245235
823	0.1041661986
824	0.1040732327
825	0.1040071107
826	0.1039407538
827	0.1038806139
828	0.1038030824
829	0.1036802036
830	0.1035495266
831	0.1034530362
832	0.1033514704
833	0.1032810067
834	0.1031896934
835	0.1030825477
836	0.1029743077
837	0.1029581926
838	0.1028126082
839	0.1027429691
840	0.1027266896
841	0.1025817373
842	0.1024734797
843	0.1024563189
844	0.1023626888
845	0.1023149382
846	0.1022117001
847	0.102164103
848	0.1021227967
849	0.1020707459
850	0.1019388055
851	0.1018210472
852	0.1017632923
853	0.1015961035
854	0.101537804
855	0.1015006433
856	0.1014375701
857	0.1013161851
858	0.1012393623
859	0.1011278362
860	0.1010562497
861	0.1010063504
862	0.1009145474
863	0.1007985878
864	0.1006407819
865	0.1005347387
866	0.1004634607
867	0.1004191565
868	0.1003953843
869	0.1003831721
870	0.1002130674
871	0.1001492792
872	0.1000768263
873	0.1000595722
874	0.1000347032
875	0.09997863475
876	0.0998737893
877	0.09980042419
878	0.09978586363
879	0.09975264786
880	0.09969472421
881	0.09964581454
882	0.09950501881
883	0.09945712268
884	0.09936563296
885	0.09925505919
886	0.09916126407
887	0.09915422726
888	0.09911435023
889	0.09904231866
890	0.09899638124
891	0.09888563688
892	0.09880962594
893	0.09873585348
894	0.09864560861
895	0.09853804079
896	0.09838718966
897	0.09832013572
898	0.09824483142
899	0.09816525535
900	0.09802318286
901	0.09797861946
902	0.09791138122
903	0.09785784054
904	0.09778522998
905	0.0977119957
906	0.09763536195
907	0.09749660923
908	0.09744080254
909	0.09742431013
910	0.09734611579
911	0.09721999403
912	0.09713521144
913	0.09702205248
914	0.0969976888
915	0.09692703684
916	0.0968423689
917	0.09682217196
918	0.09673946418
919	0.09662670961
920	0.09652794604
921	0.09649316323
922	0.09640662516
923	0.09631385931
924	0.09624602059
925	0.09614662417
926	0.09608130074
927	0.09599287136
928	0.0959026134
929	0.09582408448
930	0.09576763019
931	0.09572362233
932	0.09558053552
933	0.09552908909
934	0.09539244063
935	0.09534484401
936	0.09528033976
937	0.09521836684
938	0.09520530743
939	0.09507747574
940	0.09501331969
941	0.09487494709
942	0.09475016826
943	0.09461750902
944	0.09454119695
945	0.0944523369
946	0.09438951329
947	0.09432053285
948	0.09429645898
949	0.09424942124
950	0.09420487725
951	0.09415982025
952	0.09402913489
953	0.09398275229
954	0.09392105678
955	0.09386128477
956	0.09382090379
957	0.09378833301
958	0.0937429173
959	0.09366137314
960	0.0936014763
961	0.09351213249
962	0.09346256088
963	0.09342035577
964	0.09330448183
965	0.09329448661
966	0.09320230405
967	0.09310386892
968	0.09304298742
969	0.09291671738
970	0.09285921565
971	0.0928535616
972	0.09281775817
973	0.09274628073
974	0.09262165706
975	0.09259718416
976	0.09254097328
977	0.09252282408
978	0.09245779508
979	0.09239033074
980	0.0922686203
981	0.09214535344
982	0.09202435896
983	0.09196864561
984	0.09194456156
985	0.09190668657
986	0.09183784043
987	0.09178088014
988	0.09172581956
989	0.0916583385
990	0.09159214351
991	0.09150987611
992	0.09145576578
993	0.0913819833
994	0.09132879374
995	0.09120044476
996	0.09113988515
997	0.09110104113
998	0.09098399767
999	0.09097276698
